frame,site_id,site_family,core_members,intrinsic_members,incorporated_members,associated_members,state_members,intrinsic_formula,intrinsic_topology,incorporated_formula,incorporated_topology,associated_formula,associated_topology,state_formula,state_topology,state_label,associated_species_labels,attached_components,descriptors
47,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
48,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
49,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
50,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
51,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
52,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
53,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
54,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
55,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
56,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
57,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
58,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
59,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
60,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
61,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
62,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
63,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
64,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
65,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
66,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
67,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
68,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
69,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
70,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
71,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
72,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
73,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
74,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
75,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
76,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
77,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
78,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
79,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
80,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
